,agent id,age,household id,destination,household_type,household_unique_id,household_community_id,household_building_id,household size,workplace_category,household contact
8923,8924,2,11332_108_3_1,15.0_2784,1,11332,3,3_108,3,8.00,9.489592999
8924,8925,2,11998_39_3_1,20.0_6233,1,11998,3,3_39,4,20.00,9.167427867
8925,8926,1,6114_85_3_1,school_98,1,6114,3,3_85,2,21.00,5.471835831
8926,8927,2,541881_14_900_2,9.0_4115,2,541881,900,900_14,3,1.00,9.489592999
8927,8928,2,543434_18_900_2,19.0_369,2,543434,900,900_18,2,18.00,5.471835831
8928,8929,2,9556_55_3_1,15.0_2342,1,9556,3,3_55,1,8.00,4.905552515
8929,8930,2,13484_46_3_1,20.0_5239,1,13484,3,3_46,3,4.00,9.489592999
8930,8931,1,12729_55_3_1,school_249,1,12729,3,3_55,2,21.00,5.471835831
8931,8932,2,545541_2_900_2,16.0_2325,2,545541,900,900_2,4,20.00,9.167427867
8932,8933,2,10339_93_3_1,15.0_5086,1,10339,3,3_93,1,15.00,4.905552515
8933,8934,2,542009_17_900_2,8.0_15667,2,542009,900,900_17,4,20.00,9.167427867
8934,8935,2,7808_84_3_1,15.0_2857,1,7808,3,3_84,1,7.00,4.905552515
8935,8936,2,12605_84_3_1,20.0_1084,1,12605,3,3_84,1,0.00,4.905552515
8936,8937,4,12428_25_3_1,17.0_3546,1,12428,3,3_25,2,15.00,5.471835831
8937,8938,2,541845_23_900_2,20.0_7640,2,541845,900,900_23,4,15.00,9.167427867
8938,8939,2,545276_28_900_2,15.0_4861,2,545276,900,900_28,3,15.00,9.489592999
8939,8940,2,8829_10_3_1,15.0_472,1,8829,3,3_10,2,15.00,5.471835831
8940,8941,2,7916_77_3_1,10.0_1273,1,7916,3,3_77,3,1.00,9.489592999
8941,8942,2,10865_74_3_1,15.0_3228,1,10865,3,3_74,1,9.00,4.905552515
8942,8943,2,6328_21_3_1,1.0_734,1,6328,3,3_21,2,20.00,5.471835831
8943,8944,2,541695_20_900_2,20.0_1559,2,541695,900,900_20,3,0.00,9.489592999
8944,8945,2,8323_44_3_1,16.0_375,1,8323,3,3_44,2,14.00,5.471835831
8945,8946,2,542155_10_900_2,20.0_5938,2,542155,900,900_10,4,17.00,9.167427867
8946,8947,2,544692_13_900_2,20.0_4613,2,544692,900,900_13,5,1.00,9.675564754
8947,8948,2,545298_12_900_2,15.0_563,2,545298,900,900_12,2,15.00,5.471835831
8948,8949,2,10495_61_3_1,15.0_3333,1,10495,3,3_61,3,15.00,9.489592999
8949,8950,2,9257_38_3_1,15.0_2473,1,9257,3,3_38,5,0.00,9.675564754
8950,8951,2,546293_21_900_2,3.0_1372,2,546293,900,900_21,1,17.00,4.905552515
8951,8952,1,541930_23_900_2,school_76,2,541930,900,900_23,5,21.00,9.675564754
8952,8953,2,8714_59_3_1,4.0_5,1,8714,3,3_59,1,15.00,4.905552515
8953,8954,2,542585_3_900_2,15.0_6498,2,542585,900,900_3,3,6.00,9.489592999
8954,8955,2,542250_5_900_2,9.0_3541,2,542250,900,900_5,4,20.00,9.167427867
8955,8956,4,13726_2_3_1,18.0_25847,1,13726,3,3_2,5,0.00,9.675564754
8956,8957,2,545338_25_900_2,16.0_7948,2,545338,900,900_25,4,18.00,9.167427867
8957,8958,4,546728_4_900_2,9.0_2830,2,546728,900,900_4,3,20.00,9.489592999
8958,8959,2,8592_66_3_1,20.0_7443,1,8592,3,3_66,5,8.00,9.675564754
8959,8960,2,6809_45_3_1,18.0_25518,1,6809,3,3_45,5,9.00,9.675564754
8960,8961,1,6823_77_3_1,school_131,1,6823,3,3_77,2,21.00,5.471835831
8961,8962,2,13619_48_3_1,15.0_4712,1,13619,3,3_48,2,15.00,5.471835831
8962,8963,2,541956_28_900_2,17.0_1778,2,541956,900,900_28,3,15.00,9.489592999
8963,8964,2,546431_30_900_2,18.0_30298,2,546431,900,900_30,5,15.00,9.675564754
8964,8965,2,544185_9_900_2,15.0_2813,2,544185,900,900_9,3,9.00,9.489592999
8965,8966,2,13252_11_3_1,15.0_846,1,13252,3,3_11,4,8.00,9.167427867
8966,8967,4,542597_2_900_2,20.0_4211,2,542597,900,900_2,3,0.00,9.489592999
8967,8968,2,545416_11_900_2,15.0_2906,2,545416,900,900_11,4,17.00,9.167427867
8968,8969,2,542045_20_900_2,15.0_6356,2,542045,900,900_20,2,17.00,5.471835831
8969,8970,2,545144_10_900_2,15.0_2184,2,545144,900,900_10,4,15.00,9.167427867
8970,8971,1,11251_59_3_1,school_190,1,11251,3,3_59,3,21.00,9.489592999
8971,8972,2,6429_108_3_1,20.0_4931,1,6429,3,3_108,4,16.00,9.167427867
8972,8973,2,546419_14_900_2,20.0_7702,2,546419,900,900_14,5,15.00,9.675564754
8973,8974,2,7787_44_3_1,8.0_24364,1,7787,3,3_44,3,15.00,9.489592999
8974,8975,1,544467_14_900_2,school_147,2,544467,900,900_14,2,21.00,5.471835831
8975,8976,2,543192_27_900_2,15.0_2857,2,543192,900,900_27,2,0.00,5.471835831
8976,8977,2,11021_58_3_1,9.0_25827,1,11021,3,3_58,3,9.00,9.489592999
8977,8978,2,545280_9_900_2,14.0_218,2,545280,900,900_9,4,8.00,9.167427867
8978,8979,2,544120_27_900_2,17.0_1390,2,544120,900,900_27,4,19.00,9.167427867
8979,8980,2,542334_22_900_2,17.0_2928,2,542334,900,900_22,5,20.00,9.675564754
8980,8981,2,543952_26_900_2,19.0_516,2,543952,900,900_26,2,17.00,5.471835831
8981,8982,2,5965_96_3_1,15.0_3762,1,5965,3,3_96,3,18.00,9.489592999
8982,8983,2,546638_5_900_2,18.0_13767,2,546638,900,900_5,2,17.00,5.471835831
8983,8984,2,544826_10_900_2,19.0_868,2,544826,900,900_10,3,15.00,9.489592999
8984,8985,1,6577_67_3_1,school_14,1,6577,3,3_67,2,21.00,5.471835831
8985,8986,2,10028_59_3_1,7.0_543,1,10028,3,3_59,2,15.00,5.471835831
8986,8987,4,7121_64_3_1,18.0_16024,1,7121,3,3_64,3,20.00,9.489592999
8987,8988,2,542409_28_900_2,15.0_7402,2,542409,900,900_28,1,15.00,4.905552515
8988,8989,2,7634_52_3_1,20.0_8155,1,7634,3,3_52,1,15.00,4.905552515
8989,8990,2,7060_89_3_1,15.0_4517,1,7060,3,3_89,5,15.00,9.675564754
8990,8991,2,13393_85_3_1,15.0_2466,1,13393,3,3_85,3,16.00,9.489592999
8991,8992,2,545348_5_900_2,20.0_6007,2,545348,900,900_5,1,18.00,4.905552515
8992,8993,2,11995_5_3_1,16.0_8107,1,11995,3,3_5,3,15.00,9.489592999
8993,8994,2,541529_13_900_2,20.0_1903,2,541529,900,900_13,2,15.00,5.471835831
8994,8995,2,12799_97_3_1,16.0_500,1,12799,3,3_97,3,20.00,9.489592999
8995,8996,2,541821_8_900_2,15.0_2029,2,541821,900,900_8,4,15.00,9.167427867
8996,8997,2,545659_16_900_2,20.0_3307,2,545659,900,900_16,3,9.00,9.489592999
8997,8998,1,10641_9_3_1,school_172,1,10641,3,3_9,2,21.00,5.471835831
8998,8999,2,544318_2_900_2,16.0_9299,2,544318,900,900_2,2,20.00,5.471835831
8999,9000,2,6244_97_3_1,20.0_4929,1,6244,3,3_97,2,15.00,5.471835831
9000,9001,2,543007_14_900_2,20.0_595,2,543007,900,900_14,3,14.00,9.489592999
9001,9002,2,542332_19_900_2,20.0_747,2,542332,900,900_19,2,13.00,5.471835831
9002,9003,2,12336_33_3_1,3.0_1165,1,12336,3,3_33,2,15.00,5.471835831
9003,9004,2,11943_83_3_1,3.0_2649,1,11943,3,3_83,5,15.00,9.675564754
9004,9005,2,12595_92_3_1,15.0_4253,1,12595,3,3_92,3,20.00,9.489592999
9005,9006,2,11830_34_3_1,20.0_205,1,11830,3,3_34,5,15.00,9.675564754
9006,9007,2,10129_38_3_1,15.0_1367,1,10129,3,3_38,2,15.00,5.471835831
9007,9008,2,542623_20_900_2,15.0_92,2,542623,900,900_20,3,0.00,9.489592999
9008,9009,1,545645_18_900_2,school_227,2,545645,900,900_18,5,21.00,9.675564754
9009,9010,1,12342_91_3_1,school_53,1,12342,3,3_91,2,21.00,5.471835831
9010,9011,2,542793_28_900_2,20.0_8626,2,542793,900,900_28,3,18.00,9.489592999
9011,9012,2,545266_21_900_2,1.0_8512,2,545266,900,900_21,5,19.00,9.675564754
9012,9013,4,545179_15_900_2,20.0_3030,2,545179,900,900_15,4,1.00,9.167427867
9013,9014,2,10496_48_3_1,20.0_283,1,10496,3,3_48,4,15.00,9.167427867
9014,9015,2,13321_41_3_1,8.0_6651,1,13321,3,3_41,1,18.00,4.905552515
9015,9016,2,543869_20_900_2,15.0_6178,2,543869,900,900_20,5,0.00,9.675564754
9016,9017,2,545216_8_900_2,18.0_9259,2,545216,900,900_8,4,0.00,9.167427867
9017,9018,2,11752_104_3_1,15.0_6241,1,11752,3,3_104,2,15.00,5.471835831
9018,9019,2,546605_20_900_2,1.0_2952,2,546605,900,900_20,3,15.00,9.489592999
9019,9020,2,545071_1_900_2,8.0_24970,2,545071,900,900_1,4,15.00,9.167427867
9020,9021,2,544989_17_900_2,15.0_2134,2,544989,900,900_17,4,15.00,9.167427867
9021,9022,2,11295_2_3_1,8.0_31796,1,11295,3,3_2,1,15.00,4.905552515
9022,9023,1,12567_53_3_1,school_10,1,12567,3,3_53,2,21.00,5.471835831
9023,9024,2,546607_23_900_2,15.0_7393,2,546607,900,900_23,4,15.00,9.167427867
9024,9025,2,12787_9_3_1,16.0_9428,1,12787,3,3_9,4,15.00,9.167427867
9025,9026,3,10205_46_3_1,3.0_1725,1,10205,3,3_46,3,15.00,9.489592999
9026,9027,2,10377_57_3_1,17.0_1074,1,10377,3,3_57,5,20.00,9.675564754
9027,9028,2,12440_44_3_1,9.0_23826,1,12440,3,3_44,4,15.00,9.167427867
9028,9029,2,12421_98_3_1,3.0_710,1,12421,3,3_98,3,0.00,9.489592999
9029,9030,2,12109_51_3_1,15.0_182,1,12109,3,3_51,2,18.00,5.471835831
9030,9031,2,12969_104_3_1,20.0_8025,1,12969,3,3_104,5,0.00,9.675564754
9031,9032,2,7370_26_3_1,18.0_20999,1,7370,3,3_26,4,15.00,9.167427867
9032,9033,2,9322_20_3_1,8.0_10949,1,9322,3,3_20,5,16.00,9.675564754
9033,9034,2,11062_73_3_1,10.0_1806,1,11062,3,3_73,5,15.00,9.675564754
9034,9035,2,8692_71_3_1,15.0_4771,1,8692,3,3_71,2,20.00,5.471835831
9035,9036,2,8467_31_3_1,17.0_1364,1,8467,3,3_31,3,0.00,9.489592999
9036,9037,2,8675_58_3_1,15.0_4850,1,8675,3,3_58,3,15.00,9.489592999
9037,9038,2,546059_24_900_2,15.0_6976,2,546059,900,900_24,3,0.00,9.489592999
9038,9039,2,10549_95_3_1,15.0_6457,1,10549,3,3_95,2,15.00,5.471835831
9039,9040,2,7358_76_3_1,17.0_4111,1,7358,3,3_76,1,8.00,4.905552515
9040,9041,2,9501_40_3_1,15.0_1232,1,9501,3,3_40,1,9.00,4.905552515
9041,9042,2,544545_26_900_2,20.0_5351,2,544545,900,900_26,2,7.00,5.471835831
9042,9043,2,8114_67_3_1,15.0_2031,1,8114,3,3_67,4,15.00,9.167427867
9043,9044,2,7225_88_3_1,8.0_14398,1,7225,3,3_88,4,17.00,9.167427867
9044,9045,2,541557_22_900_2,15.0_568,2,541557,900,900_22,3,15.00,9.489592999
9045,9046,2,6131_94_3_1,15.0_4083,1,6131,3,3_94,2,20.00,5.471835831
9046,9047,2,8267_16_3_1,20.0_8018,1,8267,3,3_16,2,15.00,5.471835831
9047,9048,4,9440_56_3_1,6.0_2626,1,9440,3,3_56,2,15.00,5.471835831
9048,9049,3,12133_19_3_1,18.0_8210,1,12133,3,3_19,4,15.00,9.167427867
9049,9050,2,12960_64_3_1,20.0_6079,1,12960,3,3_64,2,4.00,5.471835831
9050,9051,1,545793_25_900_2,school_201,2,545793,900,900_25,3,21.00,9.489592999
9051,9052,1,545064_17_900_2,school_234,2,545064,900,900_17,1,21.00,4.905552515
9052,9053,2,11390_90_3_1,18.0_34092,1,11390,3,3_90,2,9.00,5.471835831
9053,9054,1,8191_28_3_1,school_225,1,8191,3,3_28,3,21.00,9.489592999
9054,9055,2,8176_74_3_1,18.0_35199,1,8176,3,3_74,5,0.00,9.675564754
9055,9056,2,542040_21_900_2,20.0_3287,2,542040,900,900_21,1,0.00,4.905552515
9056,9057,2,8381_33_3_1,15.0_2066,1,8381,3,3_33,3,20.00,9.489592999
9057,9058,2,543728_26_900_2,20.0_4591,2,543728,900,900_26,2,14.00,5.471835831
9058,9059,2,541622_16_900_2,15.0_5376,2,541622,900,900_16,2,18.00,5.471835831
9059,9060,2,7422_101_3_1,15.0_1386,1,7422,3,3_101,1,20.00,4.905552515
9060,9061,2,5857_26_3_1,20.0_557,1,5857,3,3_26,5,17.00,9.675564754
9061,9062,2,10825_86_3_1,8.0_21235,1,10825,3,3_86,3,15.00,9.489592999
9062,9063,2,8733_9_3_1,15.0_5869,1,8733,3,3_9,2,15.00,5.471835831
9063,9064,2,8255_14_3_1,20.0_7268,1,8255,3,3_14,1,15.00,4.905552515
9064,9065,2,542222_24_900_2,20.0_5204,2,542222,900,900_24,3,20.00,9.489592999
9065,9066,2,7317_17_3_1,14.0_1309,1,7317,3,3_17,1,5.00,4.905552515
9066,9067,1,10972_85_3_1,school_250,1,10972,3,3_85,5,21.00,9.675564754
9067,9068,2,13054_108_3_1,18.0_7248,1,13054,3,3_108,4,20.00,9.167427867
9068,9069,1,6510_50_3_1,school_20,1,6510,3,3_50,3,21.00,9.489592999
9069,9070,2,542046_25_900_2,20.0_8236,2,542046,900,900_25,2,17.00,5.471835831
9070,9071,2,13427_88_3_1,8.0_24110,1,13427,3,3_88,3,3.00,9.489592999
9071,9072,2,545996_26_900_2,15.0_4060,2,545996,900,900_26,2,7.00,5.471835831
9072,9073,2,544137_19_900_2,15.0_3816,2,544137,900,900_19,3,0.00,9.489592999
9073,9074,2,12357_99_3_1,15.0_2686,1,12357,3,3_99,3,15.00,9.489592999
9074,9075,2,541487_22_900_2,20.0_7674,2,541487,900,900_22,1,18.00,4.905552515
9075,9076,2,542589_17_900_2,20.0_692,2,542589,900,900_17,4,20.00,9.167427867
9076,9077,2,10467_32_3_1,18.0_6100,1,10467,3,3_32,2,10.00,5.471835831
9077,9078,2,5850_82_3_1,1.0_4074,1,5850,3,3_82,2,15.00,5.471835831
9078,9079,2,543058_12_900_2,15.0_5234,2,543058,900,900_12,1,15.00,4.905552515
9079,9080,2,13271_71_3_1,15.0_6322,1,13271,3,3_71,1,15.00,4.905552515
9080,9081,2,10839_41_3_1,20.0_8940,1,10839,3,3_41,2,15.00,5.471835831
9081,9082,2,543006_7_900_2,8.0_10023,2,543006,900,900_7,2,20.00,5.471835831
9082,9083,2,12254_78_3_1,18.0_13169,1,12254,3,3_78,2,0.00,5.471835831
9083,9084,1,544888_6_900_2,school_118,2,544888,900,900_6,5,21.00,9.675564754
9084,9085,1,545044_28_900_2,school_201,2,545044,900,900_28,2,21.00,5.471835831
9085,9086,2,9078_65_3_1,16.0_11362,1,9078,3,3_65,2,15.00,5.471835831
9086,9087,2,545825_4_900_2,20.0_572,2,545825,900,900_4,4,16.00,9.167427867
9087,9088,2,544495_20_900_2,15.0_7190,2,544495,900,900_20,2,0.00,5.471835831
9088,9089,2,545429_7_900_2,15.0_4651,2,545429,900,900_7,3,15.00,9.489592999
9089,9090,2,13718_49_3_1,17.0_3437,1,13718,3,3_49,2,15.00,5.471835831
9090,9091,2,12626_54_3_1,15.0_3411,1,12626,3,3_54,3,0.00,9.489592999
9091,9092,2,541945_12_900_2,20.0_4250,2,541945,900,900_12,4,18.00,9.167427867
9092,9093,2,546320_12_900_2,7.0_1033,2,546320,900,900_12,3,15.00,9.489592999
9093,9094,2,11728_100_3_1,15.0_4106,1,11728,3,3_100,2,15.00,5.471835831
9094,9095,2,8159_43_3_1,20.0_1087,1,8159,3,3_43,5,17.00,9.675564754
9095,9096,2,12104_39_3_1,19.0_100,1,12104,3,3_39,1,15.00,4.905552515
9096,9097,2,8832_100_3_1,8.0_14897,1,8832,3,3_100,4,20.00,9.167427867
9097,9098,2,12649_9_3_1,19.0_559,1,12649,3,3_9,5,14.00,9.675564754
9098,9099,2,10057_109_3_1,10.0_988,1,10057,3,3_109,2,15.00,5.471835831
9099,9100,2,6546_78_3_1,18.0_34296,1,6546,3,3_78,2,18.00,5.471835831
9100,9101,2,6340_100_3_1,15.0_312,1,6340,3,3_100,1,15.00,4.905552515
9101,9102,2,11145_6_3_1,20.0_9246,1,11145,3,3_6,3,15.00,9.489592999
9102,9103,2,8592_66_3_1,15.0_2170,1,8592,3,3_66,5,15.00,9.675564754
9103,9104,2,9966_97_3_1,18.0_25069,1,9966,3,3_97,4,15.00,9.167427867
9104,9105,2,9887_19_3_1,20.0_7522,1,9887,3,3_19,1,15.00,4.905552515
9105,9106,2,12386_99_3_1,15.0_6807,1,12386,3,3_99,5,1.00,9.675564754
9106,9107,2,8229_10_3_1,7.0_275,1,8229,3,3_10,4,9.00,9.167427867
9107,9108,1,12371_94_3_1,school_273,1,12371,3,3_94,2,21.00,5.471835831
9108,9109,2,12757_108_3_1,18.0_10021,1,12757,3,3_108,3,15.00,9.489592999
9109,9110,2,11086_26_3_1,15.0_4274,1,11086,3,3_26,4,4.00,9.167427867
9110,9111,2,543607_22_900_2,15.0_5966,2,543607,900,900_22,2,15.00,5.471835831
9111,9112,2,7764_8_3_1,15.0_5870,1,7764,3,3_8,5,17.00,9.675564754
9112,9113,2,544275_27_900_2,17.0_2297,2,544275,900,900_27,3,8.00,9.489592999
9113,9114,2,8677_62_3_1,20.0_6062,1,8677,3,3_62,4,7.00,9.167427867
9114,9115,2,12859_109_3_1,16.0_4655,1,12859,3,3_109,3,20.00,9.489592999
9115,9116,2,12635_29_3_1,15.0_3063,1,12635,3,3_29,2,16.00,5.471835831
9116,9117,2,9673_80_3_1,3.0_2423,1,9673,3,3_80,3,18.00,9.489592999
9117,9118,2,8353_50_3_1,8.0_61,1,8353,3,3_50,2,18.00,5.471835831
9118,9119,2,8506_33_3_1,3.0_1895,1,8506,3,3_33,3,7.00,9.489592999
9119,9120,2,544766_19_900_2,3.0_744,2,544766,900,900_19,3,0.00,9.489592999
9120,9121,2,12391_59_3_1,20.0_3488,1,12391,3,3_59,3,3.00,9.489592999
9121,9122,2,542233_23_900_2,15.0_3190,2,542233,900,900_23,1,0.00,4.905552515
9122,9123,2,545472_24_900_2,20.0_4417,2,545472,900,900_24,5,15.00,9.675564754
9123,9124,2,12762_59_3_1,8.0_11285,1,12762,3,3_59,2,0.00,5.471835831
9124,9125,2,12649_9_3_1,15.0_6522,1,12649,3,3_9,5,9.00,9.675564754
9125,9126,2,543273_13_900_2,15.0_4595,2,543273,900,900_13,2,15.00,5.471835831
9126,9127,2,8269_45_3_1,20.0_3092,1,8269,3,3_45,3,15.00,9.489592999
9127,9128,2,545733_5_900_2,15.0_3241,2,545733,900,900_5,5,20.00,9.675564754
9128,9129,2,11969_4_3_1,20.0_338,1,11969,3,3_4,3,17.00,9.489592999
9129,9130,2,10133_100_3_1,15.0_2714,1,10133,3,3_100,4,15.00,9.167427867
9130,9131,2,545129_14_900_2,3.0_707,2,545129,900,900_14,3,14.00,9.489592999
9131,9132,2,545900_27_900_2,16.0_6928,2,545900,900,900_27,2,9.00,5.471835831
9132,9133,2,11133_88_3_1,20.0_7185,1,11133,3,3_88,4,15.00,9.167427867
9133,9134,1,12817_39_3_1,school_48,1,12817,3,3_39,2,21.00,5.471835831
9134,9135,1,542824_19_900_2,school_22,2,542824,900,900_19,3,21.00,9.489592999
9135,9136,2,543515_2_900_2,15.0_2021,2,543515,900,900_2,3,18.00,9.489592999
9136,9137,2,13408_75_3_1,10.0_1744,1,13408,3,3_75,2,0.00,5.471835831
9137,9138,1,8837_103_3_1,school_56,1,8837,3,3_103,3,21.00,9.489592999
9138,9139,2,12341_68_3_1,20.0_8991,1,12341,3,3_68,2,18.00,5.471835831
9139,9140,2,542889_13_900_2,9.0_20254,2,542889,900,900_13,3,0.00,9.489592999
9140,9141,3,544974_27_900_2,15.0_6324,2,544974,900,900_27,5,15.00,9.675564754
9141,9142,2,11198_57_3_1,15.0_3002,1,11198,3,3_57,2,15.00,5.471835831
9142,9143,2,545441_7_900_2,10.0_1691,2,545441,900,900_7,3,1.00,9.489592999
9143,9144,2,545739_26_900_2,16.0_3920,2,545739,900,900_26,3,18.00,9.489592999
9144,9145,2,6348_15_3_1,8.0_4882,1,6348,3,3_15,3,8.00,9.489592999
9145,9146,2,546026_18_900_2,3.0_891,2,546026,900,900_18,2,6.00,5.471835831
9146,9147,2,12240_79_3_1,15.0_4164,1,12240,3,3_79,5,15.00,9.675564754
9147,9148,2,5871_38_3_1,20.0_7023,1,5871,3,3_38,5,16.00,9.675564754
9148,9149,2,11704_16_3_1,20.0_5278,1,11704,3,3_16,3,8.00,9.489592999
9149,9150,2,6277_66_3_1,15.0_4304,1,6277,3,3_66,1,15.00,4.905552515
9150,9151,2,545884_12_900_2,1.0_6081,2,545884,900,900_12,3,20.00,9.489592999
9151,9152,2,13174_1_3_1,15.0_5781,1,13174,3,3_1,4,7.00,9.167427867
9152,9153,2,6366_66_3_1,20.0_9380,1,6366,3,3_66,5,16.00,9.675564754
9153,9154,2,10842_78_3_1,15.0_6624,1,10842,3,3_78,1,20.00,4.905552515
9154,9155,2,8196_79_3_1,15.0_2740,1,8196,3,3_79,2,0.00,5.471835831
9155,9156,2,543444_20_900_2,1.0_1912,2,543444,900,900_20,4,14.00,9.167427867
9156,9157,2,12773_22_3_1,20.0_1136,1,12773,3,3_22,2,15.00,5.471835831
9157,9158,2,13367_101_3_1,15.0_2911,1,13367,3,3_101,2,20.00,5.471835831
9158,9159,2,8361_52_3_1,17.0_1086,1,8361,3,3_52,1,3.00,4.905552515
9159,9160,2,8650_14_3_1,1.0_4567,1,8650,3,3_14,3,16.00,9.489592999
9160,9161,2,545780_20_900_2,15.0_1264,2,545780,900,900_20,1,1.00,4.905552515
9161,9162,4,545379_2_900_2,15.0_280,2,545379,900,900_2,4,17.00,9.167427867
9162,9163,4,7400_49_3_1,7.0_159,1,7400,3,3_49,2,0.00,5.471835831
9163,9164,2,7263_3_3_1,20.0_161,1,7263,3,3_3,1,14.00,4.905552515
9164,9165,2,11342_80_3_1,15.0_6989,1,11342,3,3_80,4,20.00,9.167427867
9165,9166,2,13843_63_3_1,15.0_4053,1,13843,3,3_63,4,14.00,9.167427867
9166,9167,1,12035_6_3_1,school_240,1,12035,3,3_6,3,21.00,9.489592999
9167,9168,3,13044_92_3_1,18.0_7362,1,13044,3,3_92,5,8.00,9.675564754
9168,9169,2,9699_86_3_1,15.0_5000,1,9699,3,3_86,2,16.00,5.471835831
9169,9170,2,13440_51_3_1,15.0_2010,1,13440,3,3_51,2,15.00,5.471835831
9170,9171,2,544794_5_900_2,7.0_526,2,544794,900,900_5,1,3.00,4.905552515
9171,9172,2,7307_77_3_1,19.0_213,1,7307,3,3_77,2,15.00,5.471835831
9172,9173,2,8281_80_3_1,15.0_5851,1,8281,3,3_80,3,0.00,9.489592999
9173,9174,2,543101_14_900_2,10.0_1961,2,543101,900,900_14,2,19.00,5.471835831
9174,9175,2,541661_28_900_2,20.0_5074,2,541661,900,900_28,3,15.00,9.489592999
9175,9176,2,13514_72_3_1,20.0_1348,1,13514,3,3_72,2,9.00,5.471835831
9176,9177,2,546172_6_900_2,15.0_5606,2,546172,900,900_6,2,16.00,5.471835831
9177,9178,2,544248_21_900_2,15.0_5399,2,544248,900,900_21,1,20.00,4.905552515
9178,9179,2,6496_5_3_1,15.0_2962,1,6496,3,3_5,2,18.00,5.471835831
9179,9180,2,544931_24_900_2,18.0_15027,2,544931,900,900_24,2,15.00,5.471835831
9180,9181,2,545668_6_900_2,15.0_1750,2,545668,900,900_6,3,0.00,9.489592999
9181,9182,2,543159_30_900_2,15.0_7305,2,543159,900,900_30,3,0.00,9.489592999
9182,9183,2,7956_79_3_1,20.0_8279,1,7956,3,3_79,2,8.00,5.471835831
9183,9184,2,5871_38_3_1,20.0_4139,1,5871,3,3_38,5,15.00,9.675564754
9184,9185,4,8256_109_3_1,20.0_3391,1,8256,3,3_109,3,15.00,9.489592999
9185,9186,2,7735_21_3_1,15.0_962,1,7735,3,3_21,1,17.00,4.905552515
9186,9187,2,6317_55_3_1,16.0_5394,1,6317,3,3_55,2,17.00,5.471835831
9187,9188,2,6643_87_3_1,15.0_5513,1,6643,3,3_87,2,0.00,5.471835831
9188,9189,2,8129_88_3_1,17.0_3063,1,8129,3,3_88,4,20.00,9.167427867
9189,9190,2,544885_3_900_2,17.0_3030,2,544885,900,900_3,4,15.00,9.167427867
9190,9191,2,545307_6_900_2,15.0_376,2,545307,900,900_6,2,4.00,5.471835831
9191,9192,2,10239_94_3_1,17.0_2073,1,10239,3,3_94,3,8.00,9.489592999
9192,9193,2,7070_90_3_1,20.0_870,1,7070,3,3_90,3,18.00,9.489592999
9193,9194,2,11182_98_3_1,17.0_3825,1,11182,3,3_98,3,4.00,9.489592999
9194,9195,2,543247_18_900_2,16.0_5662,2,543247,900,900_18,3,15.00,9.489592999
9195,9196,2,12919_94_3_1,1.0_7914,1,12919,3,3_94,1,0.00,4.905552515
9196,9197,1,6849_78_3_1,school_158,1,6849,3,3_78,3,21.00,9.489592999
9197,9198,1,543925_3_900_2,school_81,2,543925,900,900_3,3,21.00,9.489592999
9198,9199,2,11095_6_3_1,15.0_4811,1,11095,3,3_6,4,15.00,9.167427867
9199,9200,1,10121_87_3_1,school_267,1,10121,3,3_87,2,21.00,5.471835831
9200,9201,2,9282_10_3_1,15.0_1955,1,9282,3,3_10,3,19.00,9.489592999
9201,9202,2,543636_11_900_2,20.0_2739,2,543636,900,900_11,3,15.00,9.489592999
9202,9203,2,542361_14_900_2,20.0_8986,2,542361,900,900_14,4,15.00,9.167427867
9203,9204,1,545315_14_900_2,school_258,2,545315,900,900_14,2,21.00,5.471835831
9204,9205,2,11597_78_3_1,16.0_11179,1,11597,3,3_78,3,18.00,9.489592999
9205,9206,1,13172_85_3_1,school_205,1,13172,3,3_85,5,21.00,9.675564754
9206,9207,2,12283_19_3_1,10.0_363,1,12283,3,3_19,5,0.00,9.675564754
9207,9208,2,11354_102_3_1,20.0_7144,1,11354,3,3_102,2,15.00,5.471835831
9208,9209,2,545664_7_900_2,8.0_16436,2,545664,900,900_7,2,18.00,5.471835831
9209,9210,2,542443_11_900_2,16.0_8324,2,542443,900,900_11,1,16.00,4.905552515
9210,9211,2,543715_20_900_2,15.0_2628,2,543715,900,900_20,2,15.00,5.471835831
9211,9212,4,7283_102_3_1,20.0_8214,1,7283,3,3_102,2,0.00,5.471835831
9212,9213,2,10949_33_3_1,20.0_8560,1,10949,3,3_33,5,17.00,9.675564754
9213,9214,2,7723_30_3_1,20.0_1018,1,7723,3,3_30,2,15.00,5.471835831
9214,9215,1,546064_11_900_2,school_106,2,546064,900,900_11,4,21.00,9.167427867
9215,9216,2,542303_13_900_2,16.0_565,2,542303,900,900_13,3,18.00,9.489592999
9216,9217,2,541553_7_900_2,20.0_2469,2,541553,900,900_7,2,10.00,5.471835831
9217,9218,3,9287_9_3_1,15.0_3192,1,9287,3,3_9,2,0.00,5.471835831
9218,9219,2,8473_41_3_1,15.0_6027,1,8473,3,3_41,2,20.00,5.471835831
9219,9220,2,6900_54_3_1,15.0_943,1,6900,3,3_54,2,0.00,5.471835831
9220,9221,1,10007_70_3_1,school_222,1,10007,3,3_70,2,21.00,5.471835831
9221,9222,2,10523_46_3_1,4.0_1358,1,10523,3,3_46,2,0.00,5.471835831
